OBJECTID,ADDRESS,Longitude,ID,Latitude,HAM_CMA,Sum_count
388,"505 King St W, Hamilton, ON L8P 1B9, Canada",-79.8840971,388,43.2606949,1,8
389,"505 Rymal Rd E, Hamilton, ON L8W 1B3, Canada",-79.870736,389,43.197387,1,2
390,"5050 Hillside Dr, Beamsville, ON L0R 1B2, Canada",-79.4765943,390,43.1518682,0,1
391,"506 King St E, Cambridge, ON N3H 3N2, Canada",-80.3611452,391,43.3969327,0,5
392,"509 Park St, Kitchener, ON N2G 1N8, Canada",-80.5148667,392,43.4560242,0,2
393,"51 James Snow Pkwy N, Milton, ON L9T 0R3, Canada",-79.856648,393,43.5390843,0,1
394,"510 Centennial Pkwy N, Hamilton, ON L8E 0G2, Canada",-79.7564199,394,43.2421355,1,1
395,"5100 Erin Mills Pkwy, Mississauga, ON L5M 4Z5, Canada",-79.7117817,395,43.5584112,0,2
396,"52 King St E, Dundas, ON L9H 5N5, Canada",-79.9513544,396,43.2656384,1,1
397,"520 University Ave W, Waterloo, ON N2T 2L9, Canada",-80.5600337,397,43.4378629,0,8
398,"521 Hamilton Regional Rd 8, Stoney Creek, ON L8G 1G4, Canada",-79.71344,398,43.2162882,1,1
399,"525 Belmont Ave W, Kitchener, ON N2M 5E2, Canada",-80.5148884,399,43.447763,0,5
400,"525 Highland Rd W, Kitchener, ON N2M 5K1, Canada",-80.5155076,400,43.4345755,0,2
401,"525 Park Rd N, Brantford, ON N3R 7K8, Canada",-80.2493388,401,43.182364,0,3
402,"525 Saginaw Pkwy, Cambridge, ON N1T 2A6, Canada",-80.2827852,402,43.3899441,0,2
403,"526 Guelph Line, Burlington, ON L7R 3M4, Canada",-79.7883127,403,43.3401285,1,1
404,"53 Argyle St N, Caledonia, ON N3W 1B8, Canada",-79.9517675,404,43.0744185,0,1
405,"53 Yonge St, Toronto, ON M5E 1X8, Canada",-79.3772174,405,43.6482223,0,1
406,"531 Queenston Rd, Hamilton, ON L8K 1J7, Canada",-79.7789039,406,43.231559,1,1
407,"535 Belmont Ave W, Kitchener, ON N2M 5E9, Canada",-80.51567,407,43.4487235,0,10
408,"535 Park St, Kitchener, ON N2G 1N8, Canada",-80.51567,408,43.4563337,0,1
409,"5353 Lakeshore Rd, Burlington, ON L7L 4N9, Canada",-79.732714,409,43.3683245,1,1
410,"537 Frederick St, Kitchener, ON N2B 2A7, Canada",-80.4687193,410,43.4591588,0,3
411,"540 Lakeshore Rd W, Oakville, ON L6K 1G5, Canada",-79.6859232,411,43.4261098,0,1
412,"540 Lee Ave, Waterloo, ON N2K 1Y3, Canada",-80.5139696,412,43.500739,0,1
413,"5400 Portage Rd, Niagara Falls, ON L2G 5X9, Canada",-79.0905864,413,43.0954172,0,1
414,"541 Queen St S, Kitchener, ON N2G 1W9, Canada",-80.4951079,414,43.4437048,0,1
415,"5420 ON-6, Guelph, ON N1H 6J2, Canada",-80.2837431,415,43.5698817,0,1
416,"547 Upper James St Unit B, Hamilton, ON L9C 2Y5, Canada",-79.8761023,416,43.2408918,1,1
417,"55 Argyle St N, Caledonia, ON N3W 1B8, Canada",-79.9518628,417,43.0746118,0,1
418,"55 King St W, Kitchener, ON N2G 1A1, Canada",-80.4904389,418,43.4499365,0,1
419,"55 Wyndham St N, Guelph, ON N1H 4E7, Canada",-80.2484079,419,43.5460188,0,11
420,"550 King St E, Kitchener, ON N2G 2L8, Canada",-80.4799707,420,43.4458895,0,2
421,"5500 N Service Rd, Burlington, ON L7L 6W6, Canada",-79.7612788,421,43.3961204,1,1
422,"5546 Portage Rd, Niagara Falls, ON L2G 5Y2, Canada",-79.0904709,422,43.094176,0,1
423,"555 Concession St, Hamilton, ON L8V 1A8, Canada",-79.8517755,423,43.2411909,1,1
424,"558 Belmont Ave W, Kitchener, ON N2M 5E3, Canada",-80.5150621,424,43.4495682,0,1
425,"56 Governors Rd, Dundas, ON L9H 5G7, Canada",-79.9576976,425,43.2617504,1,1
426,"56 Grand Ave N, Cambridge, ON N1S 2K9, Canada",-80.3179594,426,43.3611254,0,1
427,"564 Belmont Ave W, Kitchener, ON N2M 5N6, Canada",-80.5154529,427,43.450235,0,4
428,"565 Sanatorium Rd, Hamilton, ON L9C 5K8, Canada",-79.9153819,428,43.2399407,1,1
429,"567 Scenic Dr, Hamilton, ON L9C 1G9, Canada",-79.9066544,429,43.2435166,1,1
430,"570 University Ave, Waterloo, ON N2K 4P2, Canada",-80.490752,430,43.495254,0,5
431,"5731 Hwy 7, Woodbridge, ON L4L 4Y9, Canada",-79.6121669,431,43.7742187,0,1
432,"574 Upper James St, Hamilton, ON L9C 2Y6, Canada",-79.8773004,432,43.240174,1,3
433,"576 Main St E, Hamilton, ON L8M 1J2, Canada",-79.847616,433,43.2495932,1,4
434,"580 Lancaster St W, Kitchener, ON N2K 1M3, Canada",-80.4839373,434,43.4799568,0,2
435,"581 Argus Rd, Oakville, ON L6J 3J3, Canada",-79.6846247,435,43.457397,0,1
436,"585 Ontario St S, Milton, ON L9T 2N2, Canada",-79.8608287,436,43.508182,0,2
437,"585 Queen St S, Kitchener, ON N2G 4S4, Canada",-80.4955205,437,43.4430863,0,1
438,"586 Concession 5 Rd, Fisherville, ON N0A 1G0, Canada",-79.8940465,438,42.8830277,0,1
439,"592 Rathburn Rd W, Mississauga, ON L5B 3A4, Canada",-79.6532689,439,43.5842015,0,1
440,"594 Glengrove Ave W, North York, ON M6B 2H8, Canada",-79.4366764,440,43.7126837,0,1
441,"5959 New St, Burlington, ON L7L 6W5, Canada",-79.7393741,441,43.3814618,1,1
442,"6 Coronation Blvd, Cambridge, ON N1R 3E9, Canada",-80.3194497,442,43.3739615,0,1
443,"6 Thompson Crescent, Erin, ON N0B 1T0, Canada",-80.077955,443,43.7817859,0,8
444,"60 Centennial Pkwy S, Stoney Creek, ON L8G 2C5, Canada",-79.7651773,444,43.2247405,1,4
445,"60 Hatt St, Dundas, ON L9H 7T6, Canada",-79.9574344,445,43.2652442,1,1
446,"600 Hespeler Rd, Cambridge, ON N1R 6J8, Canada",-80.3289701,446,43.404597,0,3
447,"605 James St N, Hamilton, ON L8L 1J9, Canada",-79.8622571,447,43.2732517,1,5
448,"609 Upper James St, Hamilton, ON L9C 2Y9, Canada",-79.8767574,448,43.2393309,1,1
449,"61 James St, St. Catharines, ON L2R 5B9, Canada",-79.2455426,449,43.1587429,0,5
450,"61 Wilson St W, Ancaster, ON L9G, Canada",-79.9902414,450,43.2170764,1,1
451,"611 Holly Ave, Milton, ON L9T 0G3, Canada",-79.8554512,451,43.5114537,0,6
452,"614 Coronation Blvd, Cambridge, ON N1R 7E3, Canada",-80.3245312,452,43.376365,0,7
453,"6175 Dunn St, Niagara Falls, ON L2G 2P4, Canada",-79.096441,453,43.079303,0,1
454,"62 King St W, Dundas, ON L9H 1T8, Canada",-79.9564073,454,43.2662569,1,3
455,"62 Norma Crescent, Ancaster, ON L9G 4P2, Canada",-80.0022659,455,43.2124589,1,1
456,"625 Greenhill Ave, Hamilton, ON L8K 5N8, Canada",-79.7867409,456,43.2102722,1,1
457,"631 Queenston Rd, Hamilton, ON L8K 6R5, Canada",-79.7751636,457,43.2308038,1,7
458,"632 Queenston Rd, Hamilton, ON L8K 1K2, Canada",-79.7744111,458,43.2301283,1,1
459,"642 Burning Bush Rd, Waterloo, ON N2V 2C4, Canada",-80.5697324,459,43.4995159,0,1
460,"645 Plains Rd E, Burlington, ON L7T 4J5, Canada",-79.8320209,460,43.3229457,1,3
461,"65 Third St, Welland, ON L3B 5X9, Canada",-79.2485612,461,42.9798733,0,2
462,"65 University Ave, Waterloo, ON N2J 3H5, Canada",-80.5204086,462,43.4773909,0,2
463,"6521 Derry Rd, Milton, ON L9T 7W1, Canada",-79.8787371,463,43.4920152,0,2
464,"666 Appleby Line, Burlington, ON L7L 5Y3, Canada",-79.7611687,464,43.3719299,1,1
465,"67 Caroline St S, Hamilton, ON L8P 3K6, Canada",-79.8761898,465,43.2563132,1,1
466,"67 Kenilworth Ave N, Hamilton, ON L8H 4R6, Canada",-79.8094063,466,43.2425611,1,12
467,"672 Brant St, Burlington, ON L7R 2H3, Canada",-79.8060873,467,43.3308187,1,5
468,"672 Upper James St, Hamilton, ON L9C 2Z3, Canada",-79.8793614,468,43.2349518,1,1
469,"675 Queen St S, Kitchener, ON N2M 1A1, Canada",-80.4961332,469,43.4421529,0,3
470,"675 Upper James St, Hamilton, ON L9C 2Z5, Canada",-79.8778084,470,43.234196,1,1
471,"678 Guelph Line, Burlington, ON L7R 3M8, Canada",-79.7935127,471,43.3436481,1,1
472,"678 Main St E, Hamilton, ON L8M 1K2, Canada",-79.8431107,472,43.248348,1,2
473,"68 Centennial Pkwy N, Hamilton, ON L8E 1H6, Canada",-79.7628742,473,43.230163,1,1
474,"685 Adelaide St N, London, ON N5Y 2L4, Canada",-81.2362863,474,42.9976695,0,2
475,"687 King St W, Kitchener, ON N2H 5L8, Canada",-80.5048534,475,43.454747,0,2
476,"688 Brant St, Burlington, ON, Canada",-79.806473,476,43.331071,1,1
477,"690 Main St W, Hamilton, ON L8S 1A4, Canada",-79.8981919,477,43.260329,1,1
478,"6941 Derry Rd W, Milton, ON L9T 7H5, Canada",-79.8743358,478,43.4973385,0,3
479,"695 Coronation Blvd, Cambridge, ON N1R 7R1, Canada",-80.3291057,479,43.3807909,0,2
480,"699 Concession St, Hamilton, ON L8V 4X2, Canada",-79.8461713,480,43.239889,1,9
481,"6990 Derry Rd, Milton, ON L9T 7H3, Canada",-79.8720425,481,43.4958722,0,2
482,"70 King St E, Stoney Creek, ON L8G 1K2, Canada",-79.7539533,482,43.2163723,1,2
483,"70 Victoria St, Elora, ON N0B, Canada",-80.428517,483,43.6780261,0,4
484,"700 Coronation Blvd, Cambridge, ON N1R 3G2, Canada",-80.3281935,484,43.3780171,0,30
485,"700 Main St E, Hamilton, ON L8M 1K7, Canada",-79.8418853,485,43.2480139,1,7
486,"700 Strasburg Rd, Kitchener, ON N2E 2M2, Canada",-80.4788413,486,43.4130283,0,1
487,"701 Main St W, Hamilton, ON L8S 1A2, Canada",-79.8978857,487,43.2598155,1,1
488,"701 Upper Sherman Ave, Hamilton, ON L8V 3M7, Canada",-79.8486697,488,43.2256679,1,1
489,"7030 Derry Rd E, Milton, ON L9T 7J7, Canada",-79.8185014,489,43.5459073,0,5
490,"7030 Derry Rd, Milton, ON L9T 7H6, Canada",-79.8701087,490,43.4965716,0,10
491,"71 King St W, Mississauga, ON L5B 4A2, Canada",-79.6165649,491,43.5776723,0,1
492,"71 Rebecca St, Hamilton, ON L8R 1B6, Canada",-79.8649448,492,43.2575883,1,3
493,"711 Concession St, Hamilton, ON L8V 5C2, Canada",-79.8449394,493,43.2399717,1,10
494,"715 Coronation Blvd, Cambridge, ON N1R 7R1, Canada",-80.3300477,494,43.3807297,0,7
495,"715180 Oxford Road 4, Woodstock, ON N4S 7V9, Canada",-80.705155,495,43.1535549,0,1
496,"72 Brant Ave, Brantford, ON N3T 5Z8, Canada",-80.2714637,496,43.1409794,0,4
497,"72 King St W, Stoney Creek, ON L8G 1H8, Canada",-79.7648049,497,43.2186631,1,2
498,"720 Guelph Line, Burlington, ON L7R 4E2, Canada",-79.7945636,498,43.3446386,1,1
499,"723 Rymal Rd W, Hamilton, ON L9B 2W1, Canada",-79.9264942,499,43.2098724,1,6
500,"73 Water St N, Cambridge, ON N1R, Canada",-80.314521,500,43.3613929,0,1
501,"749 King St W, Kitchener, ON N2G 1E5, Canada",-80.5069855,501,43.4555067,0,1
502,"75 King St S, Waterloo, ON N2J 1P2, Canada",-80.523355,502,43.4636511,0,1
503,"75 Parkview Rd, Hagersville, ON N0A 1H0, Canada",-80.0447523,503,42.958683,0,6
504,"75 University Ave W, Waterloo, ON N2L 3C5, Canada",-80.5274824,504,43.473843,0,1
505,"750 Ottawa St S, Kitchener, ON N2E 1B6, Canada",-80.4873985,505,43.4237858,0,1
506,"751 Victoria St S, Kitchener, ON N2M 5N4, Canada",-80.5210717,506,43.4387617,0,4
507,"755 Concession St, Hamilton, ON L8V 1C4, Canada",-79.8434389,507,43.238968,1,1
508,"7600 Weston Rd, Woodbridge, ON L4L 8B7, Canada",-79.5476019,508,43.7880426,0,1
509,"761 Brant St, Burlington, ON L7R 2H7, Canada",-79.8081805,509,43.3332782,1,2
510,"77 Westmount Rd, Guelph, ON N1H 5J1, Canada",-80.2689814,510,43.5499775,0,12
511,"770 Mohawk Rd W, Hamilton, ON L9C 6P6, Canada",-79.920786,511,43.2341151,1,2
512,"773 Dunbar Rd, Kitchener, ON N2M 2X9, Canada",-80.5232465,512,43.4538879,0,2
513,"777 Simcoe St S, Oshawa, ON L1H 4K5, Canada",-78.8524469,513,43.8783826,0,1
514,"7785 Wellington County Rd 34, Puslinch, ON N0B 2J0, Canada",-80.1093677,514,43.5066525,0,1
515,"78 Barton St W, Hamilton, ON L8L 1A6, Canada",-79.8690744,515,43.2650528,1,1
516,"78 Jones St, Oakville, ON L6L 6C5, Canada",-79.7095313,516,43.3951341,0,7
517,"78 Regina St N, Waterloo, ON N2J 3A5, Canada",-80.5221177,517,43.4697948,0,1
518,"79 Lynden Rd, Hamilton, ON L0R, Canada",-80.1464564,518,43.2340185,1,2
519,"79 South St W, Dundas, ON L9H 4C7, Canada",-79.9524926,519,43.2593843,1,1
520,"8 York St, Toronto, ON M5J 2Y2, Canada",-79.380939,520,43.6406456,0,1
521,"80 King St, St. Catharines, ON L2R 7G1, Canada",-79.2460841,521,43.1580826,0,1
522,"80 Maria St, Tavistock, ON N0B 2R0, Canada",-80.8348848,522,43.3174653,0,5
523,"800 Queenston Rd, Stoney Creek, ON L8G 2N4, Canada",-79.7663599,523,43.2280278,1,1
524,"801 Mohawk Rd W, Hamilton, ON L9C 5V8, Canada",-79.9230305,524,43.2330512,1,9
525,"8023 ON-7, Guelph/Eramosa, ON N0B, Canada",-80.1841083,525,43.582872,0,1
526,"807 St George St, Port Dover, ON N0A 1N0, Canada",-80.212718,526,42.7912831,0,2
527,"809 Brant St, Burlington, ON L7R 2J4, Canada",-79.8100193,527,43.3343395,1,3
528,"81 Wilson St W, Ancaster, ON L9G 1N1, Canada",-79.9905578,528,43.2159967,1,1
529,"810 E Main St, Welland, ON L3B 3Y4, Canada",-79.2318544,529,42.9937593,0,1
530,"82 Stinson St, Hamilton, ON L8N 1S2, Canada",-79.8577075,530,43.2486817,1,1
531,"820 Main St E, Milton, ON L9T 0J4, Canada",-79.8662586,531,43.5254047,0,4
532,"825 Coxwell Ave, East York, ON M4C 3E7, Canada",-79.3248582,532,43.6898713,0,1
533,"83 Dawson Rd, Guelph, ON N1H 1B1, Canada",-80.2774771,533,43.5497214,0,29
534,"835 King St W, Kitchener, ON N2G 4K9, Canada",-80.512013,534,43.4561999,0,74
535,"836 Upper James St, Hamilton, ON L9C 3A4, Canada",-79.8827516,535,43.228087,1,4
536,"848 Main St E, Hamilton, ON L8M 1L9, Canada",-79.8357581,536,43.2463436,1,1
537,"849 Upper Wentworth St, Hamilton, ON L9A 5H4, Canada",-79.8609499,537,43.2218017,1,11
538,"85 Norfolk St, Guelph, ON N1H 4J4, Canada",-80.2512827,538,43.54505,0,17
539,"851 Fischer-Hallman Rd, Kitchener, ON N2M 5N8, Canada",-80.5446396,539,43.4425533,0,1
540,"86 St Andrews St, Cambridge, ON N1S 1M4, Canada",-80.321656,540,43.355068,0,1
541,"867 Upper Paradise Rd, Hamilton, ON L9C 5R3, Canada",-79.9176276,541,43.2193222,1,1
542,"87 Birch Hill Ln, Oakville, ON L6K 2P1, Canada",-79.6841724,542,43.4298666,0,1
543,"875 Highland Rd W, Kitchener, ON N2N 2Y2, Canada",-80.5262185,543,43.4293347,0,2
544,"875 Main St E, Milton, ON L9T 3Z3, Canada",-79.8683149,544,43.5274112,0,1
545,"8754 First Line Nassagaweya, Milton, ON L0P, Canada",-80.0051611,545,43.4618711,0,1
546,"88 Maplewood Ave, Hamilton, ON L8M 1W9, Canada",-79.8371314,546,43.2448007,1,5
547,"880 Upper Wentworth St, Hamilton, ON L9A 5H2, Canada",-79.8635459,547,43.2213221,1,2
548,"884 Concession St, Hamilton, ON L8V 1E6, Canada",-79.838841,548,43.237491,1,1
549,"89 Queensway W, Mississauga, ON L5B 2V2, Canada",-79.6104222,549,43.5725779,0,1
550,"890 Glasgow St, Kitchener, ON N2N 2Y6, Canada",-80.5431071,550,43.4425018,0,3
551,"9 James St, Milton, ON L9T 2P3, Canada",-79.8852505,551,43.5118272,0,1
552,"9 Pine St N, Thorold, ON L2V 4J6, Canada",-79.2045148,552,43.1258905,0,1
553,"90 Chedmac Dr, Hamilton, ON L9C 7W1, Canada",-79.9213626,553,43.2372918,1,2
554,"90 Dundas St E, Waterdown, ON L0R 2H2, Canada",-79.9086005,554,43.3156109,1,3
555,"90 Main St E, Milton, ON L9T 1N3, Canada",-79.8860241,555,43.5103628,0,3
556,"906 Brant St, Burlington, ON L7R 2J5, Canada",-79.8139375,556,43.336166,1,2
557,"908 Garth St, Hamilton, ON L9C 4L2, Canada",-79.9010108,557,43.2333683,1,1
558,"91 Queen St S, Kitchener, ON N2G 1V9, Canada",-80.4899611,558,43.4485908,0,1
559,"911 Queen St S, Kitchener, ON N2M 1A5, Canada",-80.4978192,559,43.4411039,0,3
560,"911 Queen's Blvd, Kitchener, ON N2M 1B2, Canada",-80.501644,560,43.4378146,0,23
561,"928 Barton St E, Hamilton, ON L8L 3C3, Canada",-79.824357,561,43.253203,1,1
562,"944 King St W, Kitchener, ON N2G 1G4, Canada",-80.5136075,562,43.4580454,0,2
563,"944 Queen's Blvd, Kitchener, ON N2M 1B4, Canada",-80.5022156,563,43.4384752,0,1
564,"95 Darling St, Brantford, ON N3T 2K7, Canada",-80.2627471,564,43.1402283,0,3
565,"95 Hamilton St N, Waterdown, ON L0R 2H6, Canada",-79.901365,565,43.3342308,1,4
566,"960 Cumberland Ave, Burlington, ON L7N 3J7, Canada",-79.7951766,566,43.3571618,1,2
567,"969 Upper Ottawa St, Hamilton, ON L8T 4V9, Canada",-79.8348556,567,43.2103228,1,5
568,"980 Queenston Rd, Stoney Creek, ON L8G 1B9, Canada",-79.7494947,568,43.2242993,1,2
569,"987 King St E, Hamilton, ON L8M 1C6, Canada",-79.8346202,569,43.2511797,1,1
570,"99 Wayne Gretzky Pkwy, Brantford, ON N3S 7P1, Canada",-80.2353027,570,43.1455257,0,10
571,"9960 Airport Rd, Brampton, ON L6S 0C5, Canada",-79.7218027,571,43.7614613,0,1
572,"A-Wing / B-Wing, 299 Doon Valley Dr, Kitchener, ON N2P 2N6, Canada",-80.403961,572,43.3895953,0,1
573,"Barrie, ON L4M 6M2, Canada",-79.6615104,573,44.4162343,0,1
574,"Fleming Building, 4413 Ontario St, Beamsville, ON L0R 1B3, Canada",-79.476277,574,43.172022,0,12
575,"Grimsby, ON, Canada",-79.5624195,575,43.1942126,1,1
576,"Lockport Way, Hamilton, ON L8E, Canada",-79.6328871,576,43.2191119,1,1
577,"Oak Ridges Medical Centre, 13291 Yonge St, Richmond Hill, ON L4E 4L6, Canada",-79.4555338,577,43.9517893,0,2
578,"Orchardview Village Square, 155 Main St E, Grimsby, ON L3M 0A3, Canada",-79.5439232,578,43.188604,1,9
579,"Unit #608, 1187 Fischer-Hallman Rd, Kitchener, ON N2E 4H9, Canada",-80.5019476,579,43.4063451,0,3
580,"Unit A106, 490 York Rd, Guelph, ON N1E 6V1, Canada",-80.2255722,580,43.5517897,0,4
581,"Westmount Place, 50 Westmount Rd N, Waterloo, ON N2L 6N9, Canada",-80.5370735,581,43.4616605,0,2